DROPOFF_LOCATION_CODE,PICKUP_DAY,PICKUP_HOUR,PICKUP_LOCATION_CODE,PICKUP_MINUTE,PICKUP_MONTH,PICKUP_YEAR,RATE_CODE,TOTAL_AMOUNT,TRIP_DISTANCE,VENDOR_ID
Loc_68,27,20,Loc_68,50,5,2019,GroupRide,8.75,0.4,"Creative Mobile Technologies, LLC"
Loc_238,17,18,Loc_239,2,5,2019,GroupRide,14.75,1.1,"Creative Mobile Technologies, LLC"
Loc_146,26,6,Loc_137,37,3,2019,GroupRide,24.06,3.33,VeriFone Inc.
Loc_48,6,11,Loc_90,54,4,2019,GroupRide,10.48,0.87,VeriFone Inc.
Loc_231,11,20,Loc_170,48,2,2019,GroupRide,21.0,3.2,"Creative Mobile Technologies, LLC"
Loc_87,27,13,Loc_231,5,2,2019,GroupRide,11.8,0.85,VeriFone Inc.
Loc_75,17,15,Loc_161,6,5,2019,GroupRide,20.16,2.61,VeriFone Inc.
Loc_234,1,16,Loc_142,39,5,2019,GroupRide,19.8,2.38,VeriFone Inc.
Loc_236,23,14,Loc_237,23,4,2019,GroupRide,14.65,1.2,"Creative Mobile Technologies, LLC"
Loc_262,26,21,Loc_107,48,2,2019,GroupRide,20.15,3.2,"Creative Mobile Technologies, LLC"
Loc_138,11,8,Loc_107,20,6,2019,GroupRide,46.77,9.4,"Creative Mobile Technologies, LLC"
Loc_140,4,6,Loc_145,48,6,2019,GroupRide,15.3,2.05,VeriFone Inc.
Loc_13,5,7,Loc_68,12,2,2019,GroupRide,18.96,3.49,VeriFone Inc.
Loc_239,1,23,Loc_107,6,5,2019,GroupRide,23.3,3.7,"Creative Mobile Technologies, LLC"
Loc_249,20,18,Loc_211,36,2,2019,GroupRide,11.16,0.79,VeriFone Inc.
Loc_161,16,14,Loc_163,11,4,2019,GroupRide,16.64,0.84,VeriFone Inc.
Loc_88,24,18,Loc_234,11,1,2019,GroupRide,23.5,3.12,VeriFone Inc.
Loc_162,25,1,Loc_237,41,4,2019,GroupRide,7.3,0.56,VeriFone Inc.
Loc_68,13,19,Loc_229,42,4,2019,GroupRide,22.25,2.56,VeriFone Inc.
Loc_24,9,21,Loc_142,36,5,2019,GroupRide,22.3,4.01,VeriFone Inc.
Loc_79,3,16,Loc_246,18,5,2019,GroupRide,25.07,2.69,VeriFone Inc.
Loc_90,6,20,Loc_137,34,5,2019,GroupRide,13.3,1.4,"Creative Mobile Technologies, LLC"
Loc_229,21,5,Loc_229,48,5,2019,GroupRide,9.68,0.7,"Creative Mobile Technologies, LLC"
Loc_162,10,11,Loc_141,44,6,2019,GroupRide,13.3,1.29,VeriFone Inc.
Loc_164,4,16,Loc_138,23,4,2019,GroupRide,69.5,11.48,VeriFone Inc.
Loc_237,11,8,Loc_237,38,2,2019,GroupRide,9.3,0.4,"Creative Mobile Technologies, LLC"
Loc_142,13,18,Loc_163,5,6,2019,GroupRide,9.3,0.62,VeriFone Inc.
Loc_140,28,9,Loc_239,21,4,2019,GroupRide,17.15,2.3,"Creative Mobile Technologies, LLC"
Loc_234,1,15,Loc_162,41,4,2019,GroupRide,12.95,1.4,"Creative Mobile Technologies, LLC"
Loc_162,12,8,Loc_141,2,2,2019,GroupRide,21.3,2.44,VeriFone Inc.
Loc_132,5,10,Loc_132,33,5,2019,GroupRide,7.8,1.9,"Creative Mobile Technologies, LLC"
Loc_237,24,19,Loc_263,36,2,2019,GroupRide,11.0,0.8,VeriFone Inc.
Loc_244,27,22,Loc_138,28,2,2019,GroupRide,40.06,10.96,VeriFone Inc.
Loc_246,17,15,Loc_230,46,4,2019,GroupRide,11.8,1.47,VeriFone Inc.
Loc_100,27,19,Loc_162,32,1,2019,GroupRide,11.0,1.0,VeriFone Inc.
Loc_236,28,11,Loc_161,34,1,2019,GroupRide,14.55,1.6,"Creative Mobile Technologies, LLC"
Loc_107,26,20,Loc_79,22,6,2019,GroupRide,8.3,0.7,"Creative Mobile Technologies, LLC"
Loc_164,22,7,Loc_48,13,3,2019,GroupRide,16.55,1.5,"Creative Mobile Technologies, LLC"
Loc_161,15,7,Loc_100,51,3,2019,GroupRide,9.8,0.81,VeriFone Inc.
Loc_189,2,1,Loc_148,39,6,2019,GroupRide,23.76,4.12,VeriFone Inc.
Loc_234,28,6,Loc_233,31,5,2019,GroupRide,14.16,1.84,VeriFone Inc.
Loc_237,13,14,Loc_141,12,2,2019,GroupRide,15.95,1.7,"Creative Mobile Technologies, LLC"
Loc_161,13,8,Loc_170,56,5,2019,GroupRide,13.56,0.79,VeriFone Inc.
Loc_234,21,16,Loc_186,11,2,2019,GroupRide,12.35,1.2,"Creative Mobile Technologies, LLC"
Loc_49,17,4,Loc_65,16,4,2019,GroupRide,15.35,3.0,"Creative Mobile Technologies, LLC"
Loc_151,28,21,Loc_79,55,2,2019,GroupRide,35.16,5.99,VeriFone Inc.
Loc_129,19,23,Loc_129,27,5,2019,GroupRide,9.8,1.41,VeriFone Inc.
Loc_43,28,13,Loc_262,15,6,2019,GroupRide,14.15,1.3,"Creative Mobile Technologies, LLC"
Loc_163,3,11,Loc_236,32,6,2019,GroupRide,11.8,1.33,VeriFone Inc.
Loc_211,15,22,Loc_164,26,2,2019,GroupRide,25.56,4.19,VeriFone Inc.
Loc_170,14,22,Loc_107,51,1,2019,GroupRide,7.48,0.92,VeriFone Inc.
Loc_163,17,8,Loc_90,53,4,2019,GroupRide,22.55,2.8,"Creative Mobile Technologies, LLC"
Loc_236,3,18,Loc_141,32,3,2019,GroupRide,13.57,2.03,VeriFone Inc.
Loc_249,15,13,Loc_13,25,1,2019,GroupRide,12.96,1.96,VeriFone Inc.
Loc_162,21,10,Loc_234,55,2,2019,GroupRide,13.55,1.2,"Creative Mobile Technologies, LLC"
Loc_79,3,15,Loc_138,7,2,2019,GroupRide,46.27,9.53,VeriFone Inc.
Loc_48,14,15,Loc_246,50,5,2019,GroupRide,12.8,0.8,"Creative Mobile Technologies, LLC"
Loc_229,9,22,Loc_263,6,2,2019,GroupRide,9.8,1.4,VeriFone Inc.
Loc_230,21,5,Loc_186,33,2,2019,GroupRide,10.56,0.95,VeriFone Inc.
Loc_148,24,6,Loc_90,15,2,2019,GroupRide,10.3,1.49,VeriFone Inc.
Loc_186,9,5,Loc_233,35,5,2019,GroupRide,14.16,1.47,VeriFone Inc.
Loc_231,26,1,Loc_158,56,6,2019,GroupRide,15.8,2.4,"Creative Mobile Technologies, LLC"
Loc_262,19,10,Loc_262,23,2,2019,GroupRide,12.96,0.52,VeriFone Inc.
Loc_237,4,21,Loc_107,58,3,2019,GroupRide,17.8,2.37,VeriFone Inc.
Loc_43,16,12,Loc_163,35,6,2019,GroupRide,10.3,1.08,VeriFone Inc.
Loc_170,11,22,Loc_162,7,1,2019,GroupRide,6.36,0.7,VeriFone Inc.
Loc_140,18,12,Loc_141,54,6,2019,GroupRide,14.1,0.9,"Creative Mobile Technologies, LLC"
Loc_142,23,15,Loc_161,31,3,2019,GroupRide,12.95,1.1,"Creative Mobile Technologies, LLC"
Loc_181,14,10,Loc_181,53,4,2019,GroupRide,47.95,11.71,VeriFone Inc.
Loc_229,6,10,Loc_262,44,1,2019,GroupRide,8.8,1.83,VeriFone Inc.
Loc_163,20,6,Loc_186,38,2,2019,GroupRide,11.8,1.76,VeriFone Inc.
Loc_100,29,15,Loc_161,11,6,2019,GroupRide,15.3,1.42,VeriFone Inc.
Loc_140,3,23,Loc_164,41,6,2019,GroupRide,17.3,3.17,VeriFone Inc.
Loc_236,26,11,Loc_140,47,1,2019,GroupRide,7.3,1.51,VeriFone Inc.
Loc_180,31,8,Loc_180,45,1,2019,GroupRide,0.31,0.11,VeriFone Inc.
Loc_87,22,7,Loc_13,54,1,2019,GroupRide,8.8,1.26,VeriFone Inc.
Loc_107,18,10,Loc_234,33,3,2019,GroupRide,12.8,1.2,VeriFone Inc.
Loc_141,14,19,Loc_162,8,5,2019,GroupRide,13.56,1.24,VeriFone Inc.
Loc_229,26,16,Loc_170,28,2,2019,GroupRide,10.3,0.74,VeriFone Inc.
Loc_163,21,6,Loc_237,56,2,2019,GroupRide,11.3,1.4,"Creative Mobile Technologies, LLC"
Loc_7,18,4,Loc_211,8,2,2019,GroupRide,36.6,8.6,"Creative Mobile Technologies, LLC"
Loc_234,19,16,Loc_68,14,2,2019,GroupRide,12.3,1.28,VeriFone Inc.
Loc_249,9,16,Loc_68,8,5,2019,GroupRide,14.5,1.6,"Creative Mobile Technologies, LLC"
Loc_163,11,17,Loc_230,12,6,2019,GroupRide,11.16,0.73,VeriFone Inc.
Loc_161,4,9,Loc_48,11,1,2019,GroupRide,10.75,1.0,"Creative Mobile Technologies, LLC"
Loc_186,2,1,Loc_125,31,2,2019,GroupRide,11.8,1.98,VeriFone Inc.
Loc_236,30,15,Loc_246,44,3,2019,GroupRide,25.3,4.23,VeriFone Inc.
Loc_90,13,9,Loc_107,1,2,2019,GroupRide,9.3,0.86,VeriFone Inc.
Loc_229,17,14,Loc_233,15,4,2019,GroupRide,9.8,0.7,"Creative Mobile Technologies, LLC"
Loc_163,6,10,Loc_163,40,5,2019,GroupRide,10.56,0.88,VeriFone Inc.
Loc_137,7,7,Loc_137,28,6,2019,GroupRide,8.76,0.44,VeriFone Inc.
Loc_237,27,11,Loc_262,0,1,2019,GroupRide,12.25,1.75,VeriFone Inc.
Loc_48,26,19,Loc_90,51,1,2019,GroupRide,14.15,1.7,"Creative Mobile Technologies, LLC"
Loc_87,6,22,Loc_231,12,1,2019,GroupRide,5.75,0.4,"Creative Mobile Technologies, LLC"
Loc_263,8,16,Loc_162,1,3,2019,GroupRide,12.3,1.7,"Creative Mobile Technologies, LLC"
Loc_164,2,18,Loc_246,12,2,2019,GroupRide,12.3,1.23,VeriFone Inc.
Loc_48,25,18,Loc_170,45,6,2019,GroupRide,14.75,0.7,"Creative Mobile Technologies, LLC"
Loc_224,25,20,Loc_234,43,3,2019,GroupRide,10.8,1.14,VeriFone Inc.
Loc_143,27,2,Loc_48,35,3,2019,GroupRide,11.76,1.57,VeriFone Inc.
Loc_264,13,7,Loc_264,42,5,2019,GroupRide,90.96,0.0,VeriFone Inc.
Loc_229,18,0,Loc_230,20,1,2019,GroupRide,10.8,1.5,"Creative Mobile Technologies, LLC"
Loc_236,15,13,Loc_151,37,3,2019,GroupRide,16.56,1.97,VeriFone Inc.
Loc_142,12,10,Loc_141,1,3,2019,GroupRide,16.55,1.4,"Creative Mobile Technologies, LLC"
Loc_140,5,18,Loc_237,2,1,2019,GroupRide,6.3,1.09,VeriFone Inc.
Loc_209,12,8,Loc_125,9,4,2019,GroupRide,13.55,1.4,"Creative Mobile Technologies, LLC"
Loc_246,26,10,Loc_100,6,2,2019,GroupRide,14.12,0.87,VeriFone Inc.
Loc_74,20,14,Loc_234,36,3,2019,GroupRide,28.3,5.3,"Creative Mobile Technologies, LLC"
Loc_48,15,17,Loc_43,24,6,2019,GroupRide,17.16,1.75,VeriFone Inc.
Loc_90,1,2,Loc_48,58,3,2019,GroupRide,12.3,2.17,VeriFone Inc.
Loc_230,20,14,Loc_142,40,5,2019,GroupRide,12.25,1.0,"Creative Mobile Technologies, LLC"
Loc_113,8,5,Loc_87,16,1,2019,GroupRide,10.8,2.16,VeriFone Inc.
Loc_233,21,11,Loc_137,30,3,2019,GroupRide,9.75,0.6,VeriFone Inc.
Loc_242,25,22,Loc_161,43,6,2019,GroupRide,36.8,11.1,"Creative Mobile Technologies, LLC"
Loc_140,3,11,Loc_162,48,1,2019,GroupRide,12.36,1.65,VeriFone Inc.
Loc_246,7,15,Loc_125,43,5,2019,GroupRide,17.3,2.33,VeriFone Inc.
Loc_229,28,13,Loc_263,2,4,2019,GroupRide,15.95,2.5,"Creative Mobile Technologies, LLC"
Loc_163,6,16,Loc_236,15,4,2019,GroupRide,13.7,1.81,VeriFone Inc.
Loc_114,26,20,Loc_148,47,4,2019,GroupRide,9.96,0.43,VeriFone Inc.
Loc_140,15,17,Loc_236,15,5,2019,GroupRide,12.96,0.84,VeriFone Inc.
Loc_132,29,19,Loc_246,27,3,2019,GroupRide,80.56,16.38,VeriFone Inc.
Loc_249,2,2,Loc_148,25,3,2019,GroupRide,12.35,1.0,"Creative Mobile Technologies, LLC"
Loc_68,4,14,Loc_90,3,2,2019,GroupRide,9.8,1.15,VeriFone Inc.
Loc_42,23,1,Loc_48,20,2,2019,GroupRide,23.3,5.4,VeriFone Inc.
Loc_162,9,19,Loc_170,1,6,2019,GroupRide,14.16,2.04,VeriFone Inc.
Loc_107,7,21,Loc_113,57,4,2019,GroupRide,8.3,0.71,VeriFone Inc.
Loc_113,22,15,Loc_140,35,3,2019,GroupRide,21.3,4.58,VeriFone Inc.
Loc_125,6,21,Loc_79,57,1,2019,GroupRide,7.8,1.1,"Creative Mobile Technologies, LLC"
Loc_186,19,22,Loc_68,7,5,2019,GroupRide,11.75,1.1,"Creative Mobile Technologies, LLC"
Loc_164,27,11,Loc_100,42,4,2019,GroupRide,8.8,0.8,"Creative Mobile Technologies, LLC"
Loc_43,8,10,Loc_230,18,2,2019,GroupRide,16.3,2.7,VeriFone Inc.
Loc_33,10,22,Loc_107,59,1,2019,GroupRide,22.3,4.1,"Creative Mobile Technologies, LLC"
Loc_186,16,11,Loc_233,43,4,2019,GroupRide,20.15,1.6,"Creative Mobile Technologies, LLC"
Loc_137,17,8,Loc_234,12,6,2019,GroupRide,15.35,1.1,"Creative Mobile Technologies, LLC"
Loc_48,1,15,Loc_230,27,2,2019,GroupRide,5.83,0.66,VeriFone Inc.
Loc_163,30,22,Loc_107,46,5,2019,GroupRide,16.8,2.35,VeriFone Inc.
Loc_233,3,13,Loc_186,6,3,2019,GroupRide,15.3,1.29,VeriFone Inc.
Loc_237,2,17,Loc_236,46,6,2019,GroupRide,7.8,0.7,VeriFone Inc.
Loc_230,22,6,Loc_48,5,4,2019,GroupRide,7.8,0.88,VeriFone Inc.
Loc_261,8,6,Loc_170,53,2,2019,GroupRide,23.76,5.32,VeriFone Inc.
Loc_148,23,17,Loc_43,6,6,2019,GroupRide,24.8,5.3,"Creative Mobile Technologies, LLC"
Loc_233,24,14,Loc_237,9,1,2019,GroupRide,16.8,2.2,"Creative Mobile Technologies, LLC"
Loc_164,25,10,Loc_239,38,1,2019,GroupRide,21.3,3.2,"Creative Mobile Technologies, LLC"
Loc_162,8,17,Loc_236,58,5,2019,GroupRide,23.16,3.36,VeriFone Inc.
Loc_230,20,20,Loc_162,58,2,2019,GroupRide,9.8,0.92,VeriFone Inc.
Loc_211,19,2,Loc_211,32,1,2019,GroupRide,10.6,0.0,"Creative Mobile Technologies, LLC"
Loc_163,4,7,Loc_4,31,1,2019,GroupRide,17.8,4.48,VeriFone Inc.
Loc_234,28,17,Loc_211,11,3,2019,GroupRide,12.96,1.28,VeriFone Inc.
Loc_230,13,18,Loc_233,50,1,2019,GroupRide,12.88,1.59,VeriFone Inc.
Loc_229,16,10,Loc_249,51,3,2019,GroupRide,23.76,3.7,"Creative Mobile Technologies, LLC"
Loc_143,31,22,Loc_48,53,3,2019,GroupRide,13.56,1.64,VeriFone Inc.
Loc_43,21,9,Loc_230,34,4,2019,GroupRide,8.8,0.89,VeriFone Inc.
Loc_107,5,19,Loc_79,33,3,2019,GroupRide,11.8,0.78,VeriFone Inc.
Loc_230,1,12,Loc_68,4,2,2019,GroupRide,9.8,0.99,VeriFone Inc.
Loc_142,13,8,Loc_141,16,6,2019,GroupRide,14.15,1.3,"Creative Mobile Technologies, LLC"
Loc_158,23,12,Loc_170,38,5,2019,GroupRide,18.95,2.2,"Creative Mobile Technologies, LLC"
Loc_151,22,19,Loc_238,9,3,2019,GroupRide,11.8,1.0,"Creative Mobile Technologies, LLC"
Loc_233,28,16,Loc_132,16,3,2019,GroupRide,65.56,18.0,"Creative Mobile Technologies, LLC"
Loc_260,28,1,Loc_238,37,6,2019,GroupRide,29.3,6.62,VeriFone Inc.
Loc_162,31,16,Loc_163,9,5,2019,GroupRide,15.8,0.88,VeriFone Inc.
Loc_256,11,11,Loc_79,52,5,2019,GroupRide,29.16,5.38,VeriFone Inc.
Loc_230,15,9,Loc_230,12,5,2019,GroupRide,7.8,0.37,VeriFone Inc.
Loc_236,4,18,Loc_237,52,2,2019,GroupRide,16.0,1.5,"Creative Mobile Technologies, LLC"
Loc_237,15,5,Loc_146,35,1,2019,GroupRide,9.8,2.1,"Creative Mobile Technologies, LLC"
Loc_234,14,16,Loc_164,45,5,2019,GroupRide,12.3,1.35,VeriFone Inc.
Loc_239,15,18,Loc_238,40,5,2019,GroupRide,12.8,1.25,VeriFone Inc.
Loc_163,28,20,Loc_233,36,3,2019,GroupRide,11.8,1.18,VeriFone Inc.
Loc_170,7,19,Loc_234,40,3,2019,GroupRide,10.78,0.7,"Creative Mobile Technologies, LLC"
Loc_238,15,19,Loc_151,26,2,2019,GroupRide,9.35,0.3,"Creative Mobile Technologies, LLC"
Loc_107,29,15,Loc_68,55,1,2019,GroupRide,13.56,1.65,VeriFone Inc.
Loc_75,2,6,Loc_75,8,4,2019,GroupRide,4.3,0.57,VeriFone Inc.
Loc_249,19,18,Loc_186,3,2,2019,GroupRide,13.3,1.65,VeriFone Inc.
Loc_107,8,19,Loc_10,39,3,2019,GroupRide,78.67,14.5,VeriFone Inc.
Loc_181,29,15,Loc_239,9,1,2019,GroupRide,45.06,10.0,"Creative Mobile Technologies, LLC"
Loc_236,26,15,Loc_143,24,4,2019,GroupRide,20.3,2.6,"Creative Mobile Technologies, LLC"
Loc_230,23,13,Loc_229,37,3,2019,GroupRide,12.8,1.28,VeriFone Inc.
Loc_163,7,20,Loc_141,4,4,2019,GroupRide,12.8,1.52,VeriFone Inc.
Loc_140,8,22,Loc_142,58,3,2019,GroupRide,17.75,2.3,"Creative Mobile Technologies, LLC"
Loc_90,23,1,Loc_256,5,3,2019,GroupRide,26.75,4.7,"Creative Mobile Technologies, LLC"
Loc_107,19,8,Loc_137,1,6,2019,GroupRide,12.95,1.1,"Creative Mobile Technologies, LLC"
Loc_74,27,20,Loc_75,49,3,2019,GroupRide,6.3,0.92,VeriFone Inc.
Loc_107,8,22,Loc_100,38,3,2019,GroupRide,12.8,1.74,VeriFone Inc.
Loc_141,8,8,Loc_234,19,6,2019,GroupRide,16.28,2.7,"Creative Mobile Technologies, LLC"
Loc_127,17,0,Loc_48,13,1,2019,GroupRide,26.8,8.8,"Creative Mobile Technologies, LLC"
Loc_249,3,19,Loc_249,1,4,2019,GroupRide,9.3,0.46,VeriFone Inc.
Loc_234,16,10,Loc_100,7,2,2019,GroupRide,9.95,0.9,"Creative Mobile Technologies, LLC"
Loc_229,12,22,Loc_107,27,3,2019,GroupRide,9.8,1.36,VeriFone Inc.
Loc_50,27,7,Loc_162,39,1,2019,GroupRide,9.3,1.4,"Creative Mobile Technologies, LLC"
Loc_142,6,17,Loc_230,51,2,2019,GroupRide,19.56,1.99,VeriFone Inc.
Loc_161,25,15,Loc_142,6,6,2019,GroupRide,14.8,1.54,VeriFone Inc.
Loc_233,19,22,Loc_148,40,1,2019,GroupRide,16.56,3.29,VeriFone Inc.
Loc_107,2,20,Loc_79,35,5,2019,GroupRide,7.8,0.5,"Creative Mobile Technologies, LLC"
Loc_142,7,14,Loc_162,20,2,2019,GroupRide,13.5,1.7,"Creative Mobile Technologies, LLC"
Loc_74,18,15,Loc_186,29,6,2019,GroupRide,46.55,5.3,"Creative Mobile Technologies, LLC"
Loc_125,1,14,Loc_114,34,2,2019,GroupRide,11.62,0.87,VeriFone Inc.
Loc_90,5,18,Loc_68,35,5,2019,GroupRide,8.3,0.5,"Creative Mobile Technologies, LLC"
Loc_236,23,10,Loc_233,47,1,2019,GroupRide,14.16,2.04,VeriFone Inc.
Loc_236,27,13,Loc_234,23,3,2019,GroupRide,20.3,3.0,"Creative Mobile Technologies, LLC"
Loc_186,18,5,Loc_151,5,1,2019,GroupRide,17.16,4.06,VeriFone Inc.
Loc_80,2,21,Loc_79,50,3,2019,GroupRide,26.75,4.4,"Creative Mobile Technologies, LLC"
Loc_239,2,7,Loc_239,9,4,2019,GroupRide,8.16,0.44,VeriFone Inc.
Loc_88,7,4,Loc_249,30,3,2019,GroupRide,15.3,2.65,VeriFone Inc.
Loc_50,9,1,Loc_186,12,3,2019,GroupRide,11.0,1.2,"Creative Mobile Technologies, LLC"
Loc_230,12,13,Loc_142,47,4,2019,GroupRide,17.16,1.46,VeriFone Inc.
Loc_74,14,11,Loc_236,58,1,2019,GroupRide,9.3,2.12,VeriFone Inc.
Loc_243,24,9,Loc_239,43,6,2019,GroupRide,26.15,6.1,"Creative Mobile Technologies, LLC"
Loc_97,19,12,Loc_132,44,4,2019,GroupRide,48.3,15.31,VeriFone Inc.
Loc_231,24,23,Loc_132,13,4,2019,GroupRide,55.3,21.69,VeriFone Inc.
Loc_143,10,15,Loc_161,42,4,2019,GroupRide,14.8,1.3,"Creative Mobile Technologies, LLC"
Loc_74,28,7,Loc_132,40,5,2019,GroupRide,52.8,17.59,VeriFone Inc.
Loc_236,20,19,Loc_262,41,5,2019,GroupRide,11.76,0.78,VeriFone Inc.
Loc_161,28,16,Loc_230,35,3,2019,GroupRide,12.96,0.6,VeriFone Inc.
Loc_170,10,3,Loc_107,50,3,2019,GroupRide,9.95,0.6,"Creative Mobile Technologies, LLC"
Loc_142,9,19,Loc_48,19,3,2019,GroupRide,15.96,1.68,VeriFone Inc.
Loc_107,6,13,Loc_211,5,2,2019,GroupRide,14.15,1.2,"Creative Mobile Technologies, LLC"
Loc_262,17,16,Loc_236,2,1,2019,GroupRide,10.55,0.7,"Creative Mobile Technologies, LLC"
Loc_209,5,15,Loc_45,54,4,2019,GroupRide,11.8,0.7,"Creative Mobile Technologies, LLC"
Loc_161,26,12,Loc_142,13,3,2019,GroupRide,11.3,0.99,VeriFone Inc.
Loc_113,8,16,Loc_234,12,6,2019,GroupRide,9.8,0.65,VeriFone Inc.
Loc_238,13,12,Loc_163,14,4,2019,GroupRide,13.3,1.88,VeriFone Inc.
Loc_158,5,23,Loc_79,37,4,2019,GroupRide,15.95,1.4,"Creative Mobile Technologies, LLC"
Loc_112,29,21,Loc_148,29,3,2019,GroupRide,19.3,3.5,"Creative Mobile Technologies, LLC"
Loc_79,30,17,Loc_87,39,3,2019,GroupRide,21.96,4.1,"Creative Mobile Technologies, LLC"
Loc_236,13,13,Loc_246,16,5,2019,GroupRide,28.3,5.98,VeriFone Inc.
Loc_229,19,18,Loc_237,24,5,2019,GroupRide,8.3,0.6,VeriFone Inc.
Loc_114,26,13,Loc_246,31,3,2019,GroupRide,19.75,2.6,"Creative Mobile Technologies, LLC"
Loc_107,29,8,Loc_114,2,1,2019,GroupRide,8.16,1.07,VeriFone Inc.
Loc_161,3,1,Loc_50,6,5,2019,GroupRide,13.8,2.2,"Creative Mobile Technologies, LLC"
Loc_138,9,13,Loc_163,33,5,2019,GroupRide,44.42,10.52,VeriFone Inc.
Loc_68,29,17,Loc_164,48,1,2019,GroupRide,14.76,1.93,VeriFone Inc.
Loc_148,8,23,Loc_68,55,1,2019,GroupRide,19.24,3.35,VeriFone Inc.
Loc_90,15,8,Loc_68,14,4,2019,GroupRide,8.8,0.8,"Creative Mobile Technologies, LLC"
Loc_1,25,6,Loc_231,10,2,2019,GroupRide,82.26,12.98,VeriFone Inc.
Loc_140,28,8,Loc_237,57,6,2019,GroupRide,14.76,1.19,VeriFone Inc.
Loc_234,9,17,Loc_238,21,2,2019,GroupRide,26.3,4.2,"Creative Mobile Technologies, LLC"
Loc_186,2,18,Loc_125,5,2,2019,GroupRide,11.8,1.88,VeriFone Inc.
Loc_100,7,14,Loc_170,32,6,2019,GroupRide,17.3,1.55,VeriFone Inc.
Loc_158,2,3,Loc_158,16,3,2019,GroupRide,13.8,1.48,VeriFone Inc.
Loc_161,9,4,Loc_100,54,5,2019,GroupRide,10.0,0.9,"Creative Mobile Technologies, LLC"
Loc_144,28,14,Loc_246,1,3,2019,GroupRide,24.8,2.3,"Creative Mobile Technologies, LLC"
Loc_107,9,10,Loc_113,53,2,2019,GroupRide,9.8,1.3,"Creative Mobile Technologies, LLC"
Loc_141,27,12,Loc_236,57,5,2019,GroupRide,11.76,1.3,"Creative Mobile Technologies, LLC"
Loc_74,11,19,Loc_162,17,6,2019,GroupRide,18.96,3.07,VeriFone Inc.
Loc_263,28,20,Loc_79,52,3,2019,GroupRide,23.15,4.5,"Creative Mobile Technologies, LLC"
Loc_230,27,22,Loc_163,10,5,2019,GroupRide,9.49,0.41,VeriFone Inc.
Loc_237,1,16,Loc_263,53,1,2019,GroupRide,6.3,1.1,"Creative Mobile Technologies, LLC"
Loc_264,24,14,Loc_229,34,6,2019,GroupRide,5.8,0.0,"Creative Mobile Technologies, LLC"
Loc_181,7,18,Loc_190,0,3,2019,GroupRide,11.16,1.56,VeriFone Inc.
Loc_164,22,9,Loc_137,1,1,2019,GroupRide,9.35,0.6,"Creative Mobile Technologies, LLC"
Loc_170,24,5,Loc_224,21,4,2019,GroupRide,13.56,1.7,VeriFone Inc.
Loc_262,18,0,Loc_262,45,5,2019,GroupRide,9.35,0.4,"Creative Mobile Technologies, LLC"
Loc_166,1,7,Loc_239,23,5,2019,GroupRide,12.98,2.19,VeriFone Inc.
Loc_232,25,15,Loc_68,16,5,2019,GroupRide,17.3,3.3,"Creative Mobile Technologies, LLC"
Loc_161,31,12,Loc_107,21,3,2019,GroupRide,17.15,2.1,"Creative Mobile Technologies, LLC"
Loc_202,4,20,Loc_161,50,6,2019,GroupRide,27.96,5.92,VeriFone Inc.
Loc_237,5,15,Loc_107,49,1,2019,GroupRide,15.96,2.62,VeriFone Inc.
Loc_233,9,5,Loc_238,42,4,2019,GroupRide,21.96,3.66,VeriFone Inc.
Loc_230,30,2,Loc_48,44,1,2019,GroupRide,6.8,0.97,VeriFone Inc.
Loc_158,13,0,Loc_233,54,1,2019,GroupRide,14.8,2.7,VeriFone Inc.
Loc_138,21,6,Loc_100,10,6,2019,GroupRide,56.42,12.33,VeriFone Inc.
Loc_142,12,13,Loc_162,11,5,2019,GroupRide,14.8,1.51,VeriFone Inc.
Loc_158,3,1,Loc_249,34,3,2019,GroupRide,12.25,0.7,VeriFone Inc.
Loc_88,29,8,Loc_13,23,3,2019,GroupRide,11.16,0.8,"Creative Mobile Technologies, LLC"
Loc_48,25,18,Loc_239,56,5,2019,GroupRide,12.3,1.93,VeriFone Inc.
Loc_236,28,19,Loc_236,52,1,2019,GroupRide,5.8,0.3,"Creative Mobile Technologies, LLC"
Loc_80,4,0,Loc_132,32,3,2019,GroupRide,56.25,15.6,"Creative Mobile Technologies, LLC"
Loc_100,16,10,Loc_143,38,3,2019,GroupRide,18.96,2.51,VeriFone Inc.
Loc_107,12,16,Loc_162,9,1,2019,GroupRide,9.36,1.48,VeriFone Inc.
Loc_137,25,18,Loc_234,6,5,2019,GroupRide,13.56,1.72,VeriFone Inc.
Loc_142,25,18,Loc_164,40,6,2019,GroupRide,20.16,2.4,VeriFone Inc.
Loc_229,1,8,Loc_166,17,6,2019,GroupRide,24.8,6.0,"Creative Mobile Technologies, LLC"
Loc_137,12,0,Loc_132,43,1,2019,GroupRide,70.27,17.87,VeriFone Inc.
Loc_170,15,13,Loc_107,41,1,2019,GroupRide,6.35,0.4,"Creative Mobile Technologies, LLC"
Loc_231,12,18,Loc_234,5,3,2019,GroupRide,20.15,2.6,"Creative Mobile Technologies, LLC"
Loc_186,19,15,Loc_161,5,3,2019,GroupRide,17.75,1.2,"Creative Mobile Technologies, LLC"
Loc_141,8,13,Loc_263,39,5,2019,GroupRide,12.3,0.99,VeriFone Inc.
Loc_90,30,16,Loc_162,46,3,2019,GroupRide,19.8,1.9,VeriFone Inc.
